authorization_country,substance_name,mpid,package_id,medicinal_product_name,MA_holder,MA_number,spc_fi,spc_sv,basis_substance,reference_substance,formname_fi,formname_sv,formname_en,spor_form_list,spor_form,manufactureddoseform,route_of_admin_fi,route_of_admin_sv,route_of_admin_en,route_of_admin_spor_id,edqm_roa_id,strength_with_unit,ingredient_quantity_operator,ingredient_base_strength,ingredient_strength_min,ingredient_strength_max,strength_unit_fi,strength_unit_sv,strength_unit_en,reference_substance_strength,code,free_form_package_size,legal_status_for_supply
FIN,Calcium carbonate,13674,25190,Pepcid Duo,"McNeil, a division of Janssen-Cilag Oy",15777,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=15777,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=15777,Calcium carbonate,,purutabletti,tuggtablett,chewable tablet,200000000004,100000073684,chewable tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,10 mg / 165 mg / 800 mg,,"804,73 mg (800 mg)",,,,,,,A02BA53,2,K
FIN,Calcium carbonate,13674,25191,Pepcid Duo,"McNeil, a division of Janssen-Cilag Oy",15777,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=15777,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=15777,Calcium carbonate,,purutabletti,tuggtablett,chewable tablet,200000000004,100000073684,chewable tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,10 mg / 165 mg / 800 mg,,"804,73 mg (800 mg)",,,,,,,A02BA53,2,K
FIN,Calcium carbonate,13674,81317,Pepcid Duo,"McNeil, a division of Janssen-Cilag Oy",15777,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=15777,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=15777,Calcium carbonate,,purutabletti,tuggtablett,chewable tablet,200000000004,100000073684,chewable tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,10 mg / 165 mg / 800 mg,,"804,73 mg (800 mg)",,,,,,,A02BA53,18,K
FIN,Calcium carbonate,13674,81318,Pepcid Duo,"McNeil, a division of Janssen-Cilag Oy",15777,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=15777,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=15777,Calcium carbonate,,purutabletti,tuggtablett,chewable tablet,200000000004,100000073684,chewable tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,10 mg / 165 mg / 800 mg,,"804,73 mg (800 mg)",,,,,,,A02BA53,18,K
FIN,Calcium carbonate,13674,81319,Pepcid Duo,"McNeil, a division of Janssen-Cilag Oy",15777,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=15777,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=15777,Calcium carbonate,,purutabletti,tuggtablett,chewable tablet,200000000004,100000073684,chewable tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,10 mg / 165 mg / 800 mg,,"804,73 mg (800 mg)",,,,,,,A02BA53,24,K
FIN,Calcium carbonate,13674,81320,Pepcid Duo,"McNeil, a division of Janssen-Cilag Oy",15777,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=15777,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=15777,Calcium carbonate,,purutabletti,tuggtablett,chewable tablet,200000000004,100000073684,chewable tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,10 mg / 165 mg / 800 mg,,"804,73 mg (800 mg)",,,,,,,A02BA53,24,K
FIN,Calcium carbonate,27093,87979,Recikalc-D,Recip AB,22661,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=22661,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=22661,Calcium carbonate,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,500 mg / 400 IU,,1261 mg (500 mg Ca),,,,,,,A12AX,180,R
FIN,Calcium carbonate,27093,87980,Recikalc-D,Recip AB,22661,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=22661,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=22661,Calcium carbonate,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,500 mg / 400 IU,,1261 mg (500 mg Ca),,,,,,,A12AX,60,R
FIN,Calcium carbonate,27093,87981,Recikalc-D,Recip AB,22661,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=22661,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=22661,Calcium carbonate,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,500 mg / 400 IU,,1261 mg (500 mg Ca),,,,,,,A12AX,90,R
FIN,Calcium carbonate,27093,140181,Recikalc-D,Recip AB,22661,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=22661,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=22661,Calcium carbonate,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,500 mg / 400 IU,,1261 mg (500 mg Ca),,,,,,,A12AX,120,R
FIN,Calcium carbonate,57152,196745,Rennie Comp,Bayer Oy,38280,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38280,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38280,Calcium carbonate,,purutabletti,tuggtablett,chewable tablet,200000000004,100000073684,chewable tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,"625 mg / 73,5 mg / 150 mg",,"625,00",,,mg,mg,mg,,A02AX,12,K
FIN,Calcium carbonate,57152,196746,Rennie Comp,Bayer Oy,38280,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38280,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38280,Calcium carbonate,,purutabletti,tuggtablett,chewable tablet,200000000004,100000073684,chewable tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,"625 mg / 73,5 mg / 150 mg",,"625,00",,,mg,mg,mg,,A02AX,18,K
FIN,Calcium carbonate,57152,196747,Rennie Comp,Bayer Oy,38280,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38280,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38280,Calcium carbonate,,purutabletti,tuggtablett,chewable tablet,200000000004,100000073684,chewable tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,"625 mg / 73,5 mg / 150 mg",,"625,00",,,mg,mg,mg,,A02AX,24,K
FIN,Calcium carbonate,57152,196748,Rennie Comp,Bayer Oy,38280,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38280,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38280,Calcium carbonate,,purutabletti,tuggtablett,chewable tablet,200000000004,100000073684,chewable tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,"625 mg / 73,5 mg / 150 mg",,"625,00",,,mg,mg,mg,,A02AX,30,K
FIN,Calcium carbonate,57152,196749,Rennie Comp,Bayer Oy,38280,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38280,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38280,Calcium carbonate,,purutabletti,tuggtablett,chewable tablet,200000000004,100000073684,chewable tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,"625 mg / 73,5 mg / 150 mg",,"625,00",,,mg,mg,mg,,A02AX,36,K
FIN,Calcium carbonate,57152,196750,Rennie Comp,Bayer Oy,38280,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38280,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38280,Calcium carbonate,,purutabletti,tuggtablett,chewable tablet,200000000004,100000073684,chewable tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,"625 mg / 73,5 mg / 150 mg",,"625,00",,,mg,mg,mg,,A02AX,48,K
FIN,Calcium carbonate,15800,28290,Rennie Lakritsi,Bayer Oy,16737,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16737,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16737,Calcium carbonate,,imeskelytabletti,sugtablett,lozenge,200000000004,100000073703,lozenge,Suuonteloon,Användning i munhålan,Oromucosal use,100000073620,20054000,,,680,,,mg,mg,mg,,A02AD01,24,K
FIN,Calcium carbonate,15800,87951,Rennie Lakritsi,Bayer Oy,16737,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16737,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16737,Calcium carbonate,,imeskelytabletti,sugtablett,lozenge,200000000004,100000073703,lozenge,Suuonteloon,Användning i munhålan,Oromucosal use,100000073620,20054000,,,680,,,mg,mg,mg,,A02AD01,96,K
FIN,Calcium carbonate,46329,165987,Rennie Orange,Bayer Oy,32772,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=32772,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=32772,Calcium carbonate,,imeskelytabletti,sugtablett,lozenge,200000000004,100000073703,lozenge,Suuonteloon,Användning i munhålan,Oromucosal use,100000073620,20054000,,,"680,00",,,mg,mg,mg,,A02AD01,24,K
FIN,Calcium carbonate,46329,165988,Rennie Orange,Bayer Oy,32772,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=32772,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=32772,Calcium carbonate,,imeskelytabletti,sugtablett,lozenge,200000000004,100000073703,lozenge,Suuonteloon,Användning i munhålan,Oromucosal use,100000073620,20054000,,,"680,00",,,mg,mg,mg,,A02AD01,36,K
FIN,Calcium carbonate,46329,165989,Rennie Orange,Bayer Oy,32772,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=32772,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=32772,Calcium carbonate,,imeskelytabletti,sugtablett,lozenge,200000000004,100000073703,lozenge,Suuonteloon,Användning i munhålan,Oromucosal use,100000073620,20054000,,,"680,00",,,mg,mg,mg,,A02AD01,48,K
FIN,Calcium carbonate,46329,165990,Rennie Orange,Bayer Oy,32772,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=32772,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=32772,Calcium carbonate,,imeskelytabletti,sugtablett,lozenge,200000000004,100000073703,lozenge,Suuonteloon,Användning i munhålan,Oromucosal use,100000073620,20054000,,,"680,00",,,mg,mg,mg,,A02AD01,96,K
FIN,Calcium carbonate,179,363,Rennie Peppermint,Bayer Oy,1338,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=1338,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=1338,Calcium carbonate,,imeskelytabletti,sugtablett,lozenge,200000000004,100000073703,lozenge,Suuonteloon,Användning i munhålan,Oromucosal use,100000073620,20054000,,,"680,00",,,mg,mg,mg,,A02AD01,24,K
FIN,Calcium carbonate,179,364,Rennie Peppermint,Bayer Oy,1338,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=1338,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=1338,Calcium carbonate,,imeskelytabletti,sugtablett,lozenge,200000000004,100000073703,lozenge,Suuonteloon,Användning i munhålan,Oromucosal use,100000073620,20054000,,,"680,00",,,mg,mg,mg,,A02AD01,48,K
FIN,Calcium carbonate,179,365,Rennie Peppermint,Bayer Oy,1338,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=1338,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=1338,Calcium carbonate,,imeskelytabletti,sugtablett,lozenge,200000000004,100000073703,lozenge,Suuonteloon,Användning i munhålan,Oromucosal use,100000073620,20054000,,,"680,00",,,mg,mg,mg,,A02AD01,96,K
FIN,Calcium carbonate,179,41352,Rennie Peppermint,Bayer Oy,1338,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=1338,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=1338,Calcium carbonate,,imeskelytabletti,sugtablett,lozenge,200000000004,100000073703,lozenge,Suuonteloon,Användning i munhålan,Oromucosal use,100000073620,20054000,,,"680,00",,,mg,mg,mg,,A02AD01,36,K
FIN,Calcium carbonate,2234,4808,Rennie Spearmint,Bayer Oy,9633,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=9633,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=9633,Calcium carbonate,,imeskelytabletti,sugtablett,lozenge,200000000004,100000073703,lozenge,Suuonteloon,Användning i munhålan,Oromucosal use,100000073620,20054000,,,680,,,mg,mg,mg,,A02AD01,24,K
FIN,Calcium carbonate,2234,4809,Rennie Spearmint,Bayer Oy,9633,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=9633,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=9633,Calcium carbonate,,imeskelytabletti,sugtablett,lozenge,200000000004,100000073703,lozenge,Suuonteloon,Användning i munhålan,Oromucosal use,100000073620,20054000,,,680,,,mg,mg,mg,,A02AD01,48,K
FIN,Calcium carbonate,2234,4810,Rennie Spearmint,Bayer Oy,9633,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=9633,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=9633,Calcium carbonate,,imeskelytabletti,sugtablett,lozenge,200000000004,100000073703,lozenge,Suuonteloon,Användning i munhålan,Oromucosal use,100000073620,20054000,,,680,,,mg,mg,mg,,A02AD01,96,K
FIN,Carbamazepine,3413,7546,Carbamazepine Essential Pharma,Essential Pharma (M) Ltd,11335,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=11335,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=11335,Carbamazepine,,peräpuikko,suppositorium,suppository,200000000004,100000073843,suppository,Peräsuoleen,Rektal användning,Rectal use,100000073628,20061000,,,"250,0",,,mg,mg,mg,,N03AF01,5,R
FIN,Carbamazepine,1823,3860,Neurotol slow,Orion Corporation,8979,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8979,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8979,Carbamazepine,,tabletti,tablett,tablet,200000000004,100000073664,tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"200,0",,,mg,mg,mg,,N03AF01,50,R
FIN,Carbamazepine,1823,3861,Neurotol slow,Orion Corporation,8979,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8979,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8979,Carbamazepine,,tabletti,tablett,tablet,200000000004,100000073664,tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"200,0",,,mg,mg,mg,,N03AF01,100,R
FIN,Carbamazepine,1823,3862,Neurotol slow,Orion Corporation,8979,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8979,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8979,Carbamazepine,,tabletti,tablett,tablet,200000000004,100000073664,tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"200,0",,,mg,mg,mg,,N03AF01,300,R
FIN,Carbamazepine,1823,3863,Neurotol slow,Orion Corporation,8979,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8979,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8979,Carbamazepine,,tabletti,tablett,tablet,200000000004,100000073664,tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"200,0",,,mg,mg,mg,,N03AF01,50,R
FIN,Carbamazepine,1823,3864,Neurotol slow,Orion Corporation,8979,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8979,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8979,Carbamazepine,,tabletti,tablett,tablet,200000000004,100000073664,tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"200,0",,,mg,mg,mg,,N03AF01,100,R
FIN,Carbamazepine,1823,149658,Neurotol slow,Orion Corporation,8979,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8979,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8979,Carbamazepine,,tabletti,tablett,tablet,200000000004,100000073664,tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"200,0",,,mg,mg,mg,,N03AF01,250,R
FIN,Carbamazepine,1823,152318,Neurotol slow,Orion Corporation,8979,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8979,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8979,Carbamazepine,,tabletti,tablett,tablet,200000000004,100000073664,tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"200,0",,,mg,mg,mg,,N03AF01,300,R
FIN,Carbamazepine,1824,3865,Neurotol slow,Orion Corporation,8980,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8980,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8980,Carbamazepine,,tabletti,tablett,tablet,200000000004,100000073664,tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"300,0",,,mg,mg,mg,,N03AF01,50,R
FIN,Carbamazepine,1824,3866,Neurotol slow,Orion Corporation,8980,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8980,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8980,Carbamazepine,,tabletti,tablett,tablet,200000000004,100000073664,tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"300,0",,,mg,mg,mg,,N03AF01,100,R
FIN,Carbamazepine,1824,3867,Neurotol slow,Orion Corporation,8980,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8980,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8980,Carbamazepine,,tabletti,tablett,tablet,200000000004,100000073664,tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"300,0",,,mg,mg,mg,,N03AF01,300,R
FIN,Carbamazepine,1824,3868,Neurotol slow,Orion Corporation,8980,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8980,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8980,Carbamazepine,,tabletti,tablett,tablet,200000000004,100000073664,tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"300,0",,,mg,mg,mg,,N03AF01,50,R
FIN,Carbamazepine,1824,3869,Neurotol slow,Orion Corporation,8980,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8980,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8980,Carbamazepine,,tabletti,tablett,tablet,200000000004,100000073664,tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"300,0",,,mg,mg,mg,,N03AF01,100,R
FIN,Carbamazepine,2317,5004,Neurotol slow,Orion Corporation,9731,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=9731,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=9731,Carbamazepine,,tabletti,tablett,tablet,200000000004,100000073664,tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"100,0",,,mg,mg,mg,,N03AF01,100,R
FIN,Carbamazepine,2317,5005,Neurotol slow,Orion Corporation,9731,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=9731,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=9731,Carbamazepine,,tabletti,tablett,tablet,200000000004,100000073664,tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"100,0",,,mg,mg,mg,,N03AF01,100,R
FIN,Carbamazepine,1290,2670,Tegretol,Novartis Finland Oy,7758,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=7758,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=7758,Carbamazepine,,oraalisuspensio,oral suspension,oral suspension,200000000004,100000073362,oral suspension,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"20,0",,,mg,mg,mg,,N03AF01,300 ml,R
FIN,Carbamazepine,2927,6467,Tegretol,Novartis Finland Oy,10458,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=10458,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=10458,Carbamazepine,,tabletti,tablett,tablet,200000000004,100000073664,tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"100,0",,,mg,mg,mg,,N03AF01,100,R
FIN,Carbamazepine,3005,6631,Tegretol,Novartis Finland Oy,10549,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=10549,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=10549,Carbamazepine,,tabletti,tablett,tablet,200000000004,100000073664,tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"200,0",,,mg,mg,mg,,N03AF01,50,R
FIN,Carbamazepine,3005,6632,Tegretol,Novartis Finland Oy,10549,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=10549,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=10549,Carbamazepine,,tabletti,tablett,tablet,200000000004,100000073664,tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"200,0",,,mg,mg,mg,,N03AF01,200,R
FIN,Carbamazepine,3005,117074,Tegretol,Novartis Finland Oy,10549,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=10549,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=10549,Carbamazepine,,tabletti,tablett,tablet,200000000004,100000073664,tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"200,0",,,mg,mg,mg,,N03AF01,100,R
FIN,Carbamazepine,2279,4901,Tegretol Retard,Novartis Finland Oy,9684,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=9684,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=9684,Carbamazepine,,depottabletti,depottablett,prolonged-release tablet,200000000004,100000073683,prolonged-release tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"200,0",,,mg,mg,mg,,N03AF01,50,R
FIN,Carbamazepine,2279,4902,Tegretol Retard,Novartis Finland Oy,9684,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=9684,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=9684,Carbamazepine,,depottabletti,depottablett,prolonged-release tablet,200000000004,100000073683,prolonged-release tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"200,0",,,mg,mg,mg,,N03AF01,200,R
FIN,Carbamazepine,2280,4903,Tegretol Retard,Novartis Finland Oy,9685,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=9685,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=9685,Carbamazepine,,depottabletti,depottablett,prolonged-release tablet,200000000004,100000073683,prolonged-release tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"400,0",,,mg,mg,mg,,N03AF01,30,R
FIN,Carbamazepine,2280,4904,Tegretol Retard,Novartis Finland Oy,9685,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=9685,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=9685,Carbamazepine,,depottabletti,depottablett,prolonged-release tablet,200000000004,100000073683,prolonged-release tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"400,0",,,mg,mg,mg,,N03AF01,200,R
FIN,Clomipramine hydrochloride,747,1560,Anafranil,zr pharma& GmbH,5977,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=5977,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=5977,Clomipramine hydrochloride,,"tabletti, päällystetty",dragerad tablett,coated tablet,200000000004,100000073380,coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,25 mg,,"25,00",,,mg,mg,mg,,N06AA04,30,R
FIN,Clomipramine hydrochloride,747,1561,Anafranil,zr pharma& GmbH,5977,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=5977,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=5977,Clomipramine hydrochloride,,"tabletti, päällystetty",dragerad tablett,coated tablet,200000000004,100000073380,coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,25 mg,,"25,00",,,mg,mg,mg,,N06AA04,100,R
FIN,Clomipramine hydrochloride,850,1775,Anafranil,zr pharma& GmbH,6396,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=6396,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=6396,Clomipramine hydrochloride,,"tabletti, päällystetty",dragerad tablett,coated tablet,200000000004,100000073380,coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,10 mg,,"10,00",,,mg,mg,mg,,N06AA04,100,R
FIN,Clomipramine hydrochloride,850,1776,Anafranil,zr pharma& GmbH,6396,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=6396,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=6396,Clomipramine hydrochloride,,"tabletti, päällystetty",dragerad tablett,coated tablet,200000000004,100000073380,coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,10 mg,,"10,00",,,mg,mg,mg,,N06AA04,30,R
FIN,Clomipramine hydrochloride,1828,3876,Anafranil Retard,zr pharma& GmbH,8990,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8990,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8990,Clomipramine hydrochloride,,depottabletti,depottablett,prolonged-release tablet,200000000004,100000073683,prolonged-release tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,75 mg,,"75,0",,,mg,mg,mg,,N06AA04,20,R
FIN,Clomipramine hydrochloride,1828,3877,Anafranil Retard,zr pharma& GmbH,8990,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8990,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=8990,Clomipramine hydrochloride,,depottabletti,depottablett,prolonged-release tablet,200000000004,100000073683,prolonged-release tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,75 mg,,"75,0",,,mg,mg,mg,,N06AA04,100,R
