MEDICINE_ID,EOF_CODE,EOF_CODEMinus2 (Comment 16),BARCODE,COMMERCIAL_NAME,Package Unit (Comment 14),Num of Package units (Comment 14),COMMERCIAL_NAME_ONLY,COMMERCIAL_NAME_AND_ALL,EDQM (comment 4),FORM_CODE,Route of administration (EDQM) Comment 13,edqmCode (comment 5),sporCode,IN_CIRCULATION,valueNominator (Comment 6),unitNominator (Comment 6),valueDenominator (Comment 6),unitDenominator (Comment 6),CONTENT (mg per smallest unit),"pack dose size unit (comment 5, 10)",PIECES_PER_PACKAGE,DOSES_PER_PACKAGE,EU-SRS code,ACTIVE_SUBSTANCE_CODE (comment 7),WHOLESALE_PRICE,RETAIL_PRICE,RETAIL_REDUCED_PRICE,HOSPITAL_PRICE,WITHDRAWN,NON_PRESCRIPTABLE,HIGH_COST,EXECUTED_AT_IKA,DRUG,DESENSITIZATION_VACCINE,HOSPITAL_MEDICINE,SPECIAL_PRESCRIPTION,IFET,ATC_CODE,INSTRUCTIONS_LEAFLET,SPECIAL_ANTIBIOTICS,DOSE_UNIT,PACKAGE_FORM,DAILY_DOSE,PRODUCER,MEDICINE_TYPE,REFERENCE_PRICE,REFERENCE_REDUCED_PRICE,PARTICIPATION_PERCENTAGE,MEDICINE_GROUP_ID,DEFAULT_PERCENTAGE,NOINN,NEGATIVE_LIST,POSITIVE_LIST,N3816,SPECIAL_IMPORT,EXECUTION_UNIT_ID,SPECIAL_WHOLESALE_PRICE,RETAIL_PRICE_PREV,RETAIL_REDUCED_PRICE_PREV,REFERENCE_PRICE_PREV,REFERENCE_REDUCED_PRICE_PREV,GROUP_INFO,IN_CLUSTER_WITH_GENERIC,CLUSTER_CODE,NO_SALES,ONLY_BY_PROTOCOL,NOT_IN_PHAR_COST,EOPYY_PREAPPROVAL,IVF,EXECUTED_PLUS_AT_EOPYY,INS_NOSOK_POS_LIST_DATE,MEDICINE_TYPE_ALL,INFO_POPUP,VACCINE,LOWER_PRICE,CONTENT_INTERNAL,OLD_EXECUTION_UNIT_ID,VERSION_NO,UPDATED_BY,UPDATED_ON,HAS_MEDICINE_LOT,IS_CONSUMABLE,CONSUMABLE_PACK_QTY,CONSUMABLE_GROUP_ID,HAS_PRICE_EXCLUSIONS,IS_FLUANTIVIRAL,INSERT_DATE,UPDATE_DATE,TYPE_O_EXCEPTION,DEFAULT_QUANTITY_PRESCRIBED,DEFAULT_DOSE_UNIT_NO,DEFAULT_FREQUENCY_ID,DEFAULT_DOSE_DAYS_NO,DEFAULT_DOSAGE_REQUIRED,VAL_OVERDOSE_THRES,VAL_UNDERDOSE_THRES,UNDERDOSE_MESSAGE_TYPE,OVERDOSE_MESSAGE_TYPE,VAT,LOW_VAT,NO_GEN_TARGET,LIMITED_EXECUTION,LIMITED_EXECUTION_UNIT_ID,SPCF_GROUP_ID,ONLY_BY_PROTOCOL_AGE_LIMIT,CONSUMABLE_CATEGORY_ID,MEASURABLE_FORM,DRUG_CATEGORY_ID,E_PRES_ENABLED,IS_ANTIBIOTIC,IS_HEPARIN,PHARMACIST_POPUP,UNINSURED_ALLOWED
7812,302790101,3027901,2803027901019,NORDEX/MEDICAL PHARMAQUALITY TAB 5MG/TAB BTx14 (1 BL. x 14),Blister,1,NORDEX/MEDICAL PHARMAQUALITY,NORDEX/MEDICAL PHARMAQUALITY TAB 5MG/TAB BTx14 (1 BL. x 14),Tablet,TAB,Oral use,Tablet,,1,5,MG,1,TAB,5MG/TAB,TAB,14,14,,AMLODIPINE BESYLATE,"2,03","2,8","2,75","1,77",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΔΙΣΚΙΑ ,BTx14 (1 BL. x 14),"1/4,1/2,1,2,3",MEDICAL PHARMAQUALITY ΦΑΡΜ/ΚΗ ΑΕ ΔΤ.MEDICAL PHARMAQUALITY AE,G,"2,8","2,75",25,5040,1,0,0,1,0,0,,"1,81","3,61","3,56","2,74","2,7",,1,C08CA0101,0,0,0,0,0,0,,G,,,1,5MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,06/10/2022 16:17,0,,,,,,14,,,E,6,4,0,0,,7812,,,1,,1,,0,,
7813,302790201,3027902,2803027902016,"NORDEX/MEDICAL PHARMAQUALITY TAB 10MG/TAB BTx14 (1 BL,x 14)",Blister,1,NORDEX/MEDICAL PHARMAQUALITY,"NORDEX/MEDICAL PHARMAQUALITY TAB 10MG/TAB BTx14 (1 BL,x 14)",Tablet,TAB,Oral use,Tablet,,1,10,MG,1,TAB,10MG/TAB,TAB,14,14,,AMLODIPINE BESYLATE,"3,04","4,19","4,11","2,65",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΔΙΣΚΙΑ ,"BTx14 (1 BL,x 14)","1/4,1/2,1,2,3",MEDICAL PHARMAQUALITY ΦΑΡΜ/ΚΗ ΑΕ ΔΤ.MEDICAL PHARMAQUALITY AE,G,"4,19","4,11",25,5041,1,0,0,1,0,0,,"2,7","5,43","5,35","5,43","5,35",,1,C08CA0101,0,0,0,0,0,0,,G,,,1,10MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,06/10/2022 16:17,0,,,,,,14,,,E,6,4,0,0,,7813,,,1,,1,,0,,
8145,255980202,2559802,2802559802023,AMLORETIN CAPS 10MG/CAP BTx28(BLISTER 2x14),Blister,2,AMLORETIN,AMLORETIN CAPS 10MG/CAP BTx28(BLISTER 2x14),"Capsule, hard",CAPS,Oral use,Capsule,,1,10,MG,1,CAP,10MG/CAP,CAPS,28,28,,AMLODIPINE BESYLATE,"5,02","6,92","6,79","4,37",0,0,0,0,0,0,0,,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx28(BLISTER 2x14),"1,2,3,4,5,6","NATURALIA ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΠΡΟΪΟΝΤΩΝ, ΠΑΡΑΦΑΡΜΑΚΕΥΤΙΚΩΝ ΕΙΔΩΝ, ΙΑΤΡΙΚΩΝ ΒΟΗΘΗΜΑΤΩΝ, ΚΑΛΛΥΝΤΙΚΩΝ Δ.Τ. NATURALIA A.E.",G,"6,92","6,79",25,5044,1,0,0,1,0,0,,"4,46","9,04","8,91","9,04","8,91",,1,C08CA0101,0,0,0,0,0,0,,G,,,1,10MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,06/10/2022 16:17,0,,,,,,28,,,E,6,4,0,0,,8145,,,1,,1,,0,,
8144,255980102,2559801,2802559801026,AMLORETIN CAPS 5MG/CAP BTx 28(BLISTER 2x14),Blister,2,AMLORETIN,AMLORETIN CAPS 5MG/CAP BTx 28(BLISTER 2x14),"Capsule, hard",CAPS,Oral use,Capsule,,1,5,MG,1,CAP,5MG/CAP,CAPS,28,28,,AMLODIPINE BESYLATE,"3,57","4,92","4,83","3,1",0,0,0,0,0,0,0,,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx 28(BLISTER 2x14),"1,2,3,4,5,6","NATURALIA ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΠΡΟΪΟΝΤΩΝ, ΠΑΡΑΦΑΡΜΑΚΕΥΤΙΚΩΝ ΕΙΔΩΝ, ΙΑΤΡΙΚΩΝ ΒΟΗΘΗΜΑΤΩΝ, ΚΑΛΛΥΝΤΙΚΩΝ Δ.Τ. NATURALIA A.E.",G,"4,92","4,83",25,5042,1,0,0,1,0,0,,"3,16","6,04","5,95","5,49","5,41",,1,C08CA0101,0,0,0,0,0,0,,G,,,1,5MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,06/10/2022 16:17,0,,,,,,28,,,E,6,4,0,0,,8144,,,1,,1,,0,,
1912,204300102,2043001,2802043001024,NORVASC CAPS 5MG/CAP ΒΤΧ14(BLIST 1X14),Blister,1,NORVASC,NORVASC CAPS 5MG/CAP ΒΤΧ14(BLIST 1X14),"Capsule, hard",CAPS,Oral use,Capsule,,1,5,MG,1,CAP,5MG/CAP,CAPS,14,14,,AMLODIPINE BESYLATE,"3,12","4,3","4,22","2,71",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,ΒΤΧ14(BLIST 1X14),"1,2,3,4,5,6",UPJOHN HELLAS Ε.Π.Ε.,R,"2,24","2,2",25,5040,1,0,0,1,0,0,,"2,76","4,51","4,45","2,74","2,7",,1,C08CA0101,0,0,0,0,0,0,,O,,,0,5MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,06/10/2022 16:17,0,,,,,,14,,,E,6,4,0,0,,1912,,,1,,1,,0,,
1913,204300202,2043002,2802043002021,NORVASC CAPS 10MG/CAP ΒΤΧ14(BLIST1X14),Blister,1,NORVASC,NORVASC CAPS 10MG/CAP ΒΤΧ14(BLIST1X14),"Capsule, hard",CAPS,Oral use,Capsule,,1,10,MG,1,CAP,10MG/CAP,CAPS,14,14,,AMLODIPINE BESYLATE,"4,39","6,05","5,94","3,81",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,ΒΤΧ14(BLIST1X14),"1,2,3,4,5,6",UPJOHN HELLAS Ε.Π.Ε.,R,"3,46","3,39",25,5041,1,0,0,1,0,0,,"3,89","6,78","6,68","5,49","5,41",,1,C08CA0101,0,0,0,0,0,0,,O,,,0,10MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,06/10/2022 16:17,0,,,,,,14,,,E,6,4,0,0,,1913,,,1,,1,,0,,
5842,275620103,2756201,2802756201032,ALDOSION CAPS 5MG/CAP BTx30 (BLIST 3x10),Blister,3,ALDOSION,ALDOSION CAPS 5MG/CAP BTx30 (BLIST 3x10),"Capsule, hard",CAPS,Oral use,Capsule,,1,5,MG,1,CAP,5MG/CAP,CAPS,30,30,,AMLODIPINE BESYLATE,"4,59","6,47","6,38","3,77",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx30 (BLIST 3x10),"1,2,3,4,5,6",ALAPIS ABEE,Z,"6,47","6,38",25,5043,1,0,0,0,0,0,,"3,84","6,47","6,38",,,,1,,1,0,0,0,0,0,,Z,,,1,5MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,,,,,6,4,0,0,,5842,,,0,,0,,0,,
5843,275620203,2756202,2802756202039,ALDOSION CAPS 10MG/CAP BTx30 (BLIST 3x10),Blister,3,ALDOSION,ALDOSION CAPS 10MG/CAP BTx30 (BLIST 3x10),"Capsule, hard",CAPS,Oral use,Capsule,,1,10,MG,1,CAP,10MG/CAP,CAPS,30,30,,AMLODIPINE BESYLATE,"6,87","9,69","9,55","5,57",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx30 (BLIST 3x10),"1,2,3,4,5,6",ALAPIS ABEE,Z,"9,69","9,55",25,5045,1,0,0,0,0,0,,"5,68","9,69","9,55",,,,1,,1,0,0,0,0,0,,Z,,,1,10MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,,,,,6,4,0,0,,5843,,,0,,0,,0,,
4574,261490102,2614901,2802614901029,AMLODIPINE MALEATE/GENERICS TAB 5MG/TAB BTx14,Bottle,1,AMLODIPINE MALEATE/GENERICS,AMLODIPINE MALEATE/GENERICS TAB 5MG/TAB BTx14,Tablet,TAB,Oral use,Tablet,,0,5,MG,1,TAB,5MG/TAB,TAB,14,14,,AMLODIPINE MALEATE,"2,56","3,61","3,56",,0,0,0,0,0,0,0,0,0,C08CA01,,0,ΔΙΣΚΙΑ ,BTx14,"1/4,1/2,1,2,3",GENERICS PHARMA HELLAS ΕΠΕ,Z,"3,61","3,56",25,,1,0,0,0,0,0,,,,"3,56",,,,,,1,0,0,0,0,0,,Z,,,1,5MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:02,0,,,,,,,,,,6,4,0,0,,4574,,,0,,0,,0,,
4575,261490104,2614901,2802614901043,AMLODIPINE MALEATE/GENERICS TAB 5MG/TAB BTx28,Bottle,1,AMLODIPINE MALEATE/GENERICS,AMLODIPINE MALEATE/GENERICS TAB 5MG/TAB BTx28,Tablet,TAB,Oral use,Tablet,,0,5,MG,1,TAB,5MG/TAB,TAB,28,28,,AMLODIPINE MALEATE,"4,25",6,"5,92",,0,0,0,0,0,0,0,0,0,C08CA01,,0,ΔΙΣΚΙΑ ,BTx28,"1/4,1/2,1,2,3",GENERICS PHARMA HELLAS ΕΠΕ,G,"5,22","5,15",25,,1,0,0,0,0,0,,,"6,04","5,95","5,49","5,41",,1,C08CA0101,1,0,0,0,0,0,,G,,,1,5MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,,,,,6,4,0,0,,4575,,,0,,0,,0,,
4576,261490202,2614902,2802614902026,AMLODIPINE MALEATE/GENERICS TAB 10MG/TAB ΒΤx14,Bottle,1,AMLODIPINE MALEATE/GENERICS,AMLODIPINE MALEATE/GENERICS TAB 10MG/TAB ΒΤx14,Tablet,TAB,Oral use,Tablet,,0,10,MG,1,TAB,10MG/TAB,TAB,14,14,,AMLODIPINE MALEATE,"3,85","5,43","5,35",,0,0,0,0,0,0,0,0,0,C08CA01,,0,ΔΙΣΚΙΑ ,ΒΤx14,"1/4,1/2,1,2,3",GENERICS PHARMA HELLAS ΕΠΕ,Z,"5,43","5,35",25,,1,0,0,0,0,0,,,"5,43","5,35","5,43","5,35",,1,,1,0,0,0,0,0,,Z,,,1,10MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,,,,,6,4,0,0,,4576,,,0,,0,,0,,
4577,261490204,2614902,2802614902040,AMLODIPINE MALEATE/GENERICS TAB 10MG/TAB BTx28,Bottle,1,AMLODIPINE MALEATE/GENERICS,AMLODIPINE MALEATE/GENERICS TAB 10MG/TAB BTx28,Tablet,TAB,Oral use,Tablet,,0,10,MG,1,TAB,10MG/TAB,TAB,28,28,,AMLODIPINE MALEATE,"6,09","8,58","8,46",,0,0,0,0,0,0,0,0,0,C08CA01,,0,ΔΙΣΚΙΑ ,BTx28,"1/4,1/2,1,2,3",GENERICS PHARMA HELLAS ΕΠΕ,G,"8,58","8,46",25,,1,0,0,0,0,0,,,"9,04","8,91","9,04","8,91",,1,C08CA0101,1,0,0,0,0,0,,G,,,1,10MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:02,0,,,,,,,,,,6,4,0,0,,4577,,,0,,0,,0,,
4749,263440101,2634401,2802634401011,EVANGIO CAPS 5MG/CAP BTx14 (BLIST 1x14),Blister,1,EVANGIO,EVANGIO CAPS 5MG/CAP BTx14 (BLIST 1x14),"Capsule, hard",CAPS,Oral use,Capsule,,1,5,MG,1,CAP,5MG/CAP,CAPS,14,14,,AMLODIPINE BESYLATE,"2,56","3,61","3,56",,0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx14 (BLIST 1x14),"1,2,3,4,5,6","RAFARM A,E,B,E,",Z,"3,61","3,56",25,5040,1,0,0,0,0,0,,,"3,61","3,56","2,74","2,7",,1,,1,0,0,0,0,0,,Z,,,1,5MG/CAP,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,,,,,6,4,0,0,,4749,,,0,,0,,0,,
4229,257250102,2572501,2802572501026,AMLOPRESS CAPS 5MG/CAP BTx 30 (BLIST 3x10),Blister,3,AMLOPRESS,AMLOPRESS CAPS 5MG/CAP BTx 30 (BLIST 3x10),"Capsule, hard",CAPS,Oral use,Capsule,,1,5,MG,1,CAP,5MG/CAP,CAPS,30,30,,AMLODIPINE BESYLATE,"3,82","5,27","5,17","3,32",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx 30 (BLIST 3x10),"1,2,3,4,5,6",FOS ΦΑΡΜΑΚΕΥΤΙΚΗ ΙΚΕ,G,"5,27","5,17",25,5043,1,0,0,1,0,0,,"3,39","6,47","6,38","5,88","5,8",,1,C08CA0101,0,0,0,0,0,0,,G,,,1,5MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,06/10/2022 16:17,0,,,,,,30,,,E,6,4,0,0,,4229,,,1,,1,,0,,
4230,257250202,2572502,2802572502023,AMLOPRESS CAPS 10 MG/CAP BTx 30 (BLIST 3x10),Blister,3,AMLOPRESS,AMLOPRESS CAPS 10 MG/CAP BTx 30 (BLIST 3x10),"Capsule, hard",CAPS,Oral use,Capsule,,1,10 ,MG,1,CAP,10 MG/CAP,CAPS,30,30,,AMLODIPINE BESYLATE,"5,38","7,41","7,27","4,68",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx 30 (BLIST 3x10),"1,2,3,4,5,6",FOS ΦΑΡΜΑΚΕΥΤΙΚΗ ΙΚΕ,G,"7,41","7,27",25,5045,1,0,0,1,0,0,,"4,77","9,69","9,55","9,69","9,55",,1,C08CA0101,0,0,0,0,0,0,,G,,,1,10MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,06/10/2022 16:17,0,,,,,,30,,,E,6,4,0,0,,4230,,,1,,1,,0,,
4233,257290201,2572902,2802572902014,"AMLODIL CAPS 10MG/CAP BTX14(2BLIST,X7)",Blister,2,AMLODIL,"AMLODIL CAPS 10MG/CAP BTX14(2BLIST,X7)","Capsule, hard",CAPS,Oral use,Capsule,,1,10,MG,1,CAP,10MG/CAP,CAPS,14,14,,AMLODIPINE BESYLATE,"3,85","5,43","5,35",,0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,"BTX14(2BLIST,X7)","1,2,3,4,5,6","GAP A,E,",Z,"5,43","5,35",25,61115,1,0,0,0,0,0,,,,"5,35",,,,,,1,0,0,0,0,0,,Z,,,1,10MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,,,,,6,4,0,0,,4233,,,0,,0,,0,,
5392,270380102,2703801,2802703801025,NORFAN CAPS 5MG/CAP BTx28 (BLIST 4x7),Blister,4,NORFAN,NORFAN CAPS 5MG/CAP BTx28 (BLIST 4x7),"Capsule, hard",CAPS,Oral use,Capsule,,1,5,MG,1,CAP,5MG/CAP,CAPS,28,28,,AMLODIPINE BESYLATE,"4,51","6,36","6,27",,0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx28 (BLIST 4x7),"1,2,3,4,5,6","VOCATE ΦΑΡΜΑΚΕΥΤΙΚΗ Α,Ε,",Z,"6,36","6,27",25,61116,1,0,0,0,0,0,,,,"6,27",,,,,,1,0,0,0,0,0,,Z,,,1,5MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,,,,,6,4,0,0,,5392,,,0,,0,,0,,
5393,270380103,2703801,2802703801032,NORFAN CAPS 5MG/CAP BTx28 (BLIST 2x14),Blister,2,NORFAN,NORFAN CAPS 5MG/CAP BTx28 (BLIST 2x14),"Capsule, hard",CAPS,Oral use,Capsule,,1,5,MG,1,CAP,5MG/CAP,CAPS,28,28,,AMLODIPINE BESYLATE,"3,57","4,92","4,83","3,1",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx28 (BLIST 2x14),"1,2,3,4,5,6",VOCATE ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε.,G,"4,92","4,83",25,5042,1,0,0,1,0,0,,"3,16","6,04","5,95","5,49","5,41",,1,C08CA0101,0,0,0,0,0,0,,G,,,1,5MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,06/10/2022 16:17,0,,,,,,28,,,E,6,4,0,0,,5393,,,1,,1,,0,,
5394,270380202,2703802,2802703802022,NORFAN CAPS 10MG/CAP BTx28 (BLIST 2x14),Blister,2,NORFAN,NORFAN CAPS 10MG/CAP BTx28 (BLIST 2x14),"Capsule, hard",CAPS,Oral use,Capsule,,1,10,MG,1,CAP,10MG/CAP,CAPS,28,28,,AMLODIPINE BESYLATE,"6,09","8,58","8,46",,0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx28 (BLIST 2x14),"1,2,3,4,5,6","VOCATE ΦΑΡΜΑΚΕΥΤΙΚΗ Α,Ε,",G,"8,58","8,46",25,5044,1,0,0,0,0,0,,,"9,04","8,91","9,04","8,91",,1,C08CA0101,1,0,0,0,0,0,,G,,,1,10MG/CAP,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,,,,,6,4,0,0,,5394,,,0,,0,,0,,
5397,270420102,2704201,2802704201022,AXYPLOT CAPS 5MG/CAP ΒΤx28 (BLIST 4x7),Blister,4,AXYPLOT,AXYPLOT CAPS 5MG/CAP ΒΤx28 (BLIST 4x7),"Capsule, hard",CAPS,Oral use,Capsule,,1,5,MG,1,CAP,5MG/CAP,CAPS,28,28,,AMLODIPINE BESYLATE,"3,99","5,5","5,4","3,47",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,ΒΤx28 (BLIST 4x7),"1,2,3,4,5,6",IAMATICA MON. ΕΠΕ,G,"5,07","4,97",25,5042,1,0,0,0,0,0,,"3,54","6,04","5,95",,,,1,C08CA0101,1,0,0,0,0,0,,G,,,1,5MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,28,,,E,6,4,0,0,,5397,,,1,,0,,0,,
5398,270420202,2704202,2802704202029,AXYPLOT CAPS 10MG/CAP ΒΤx28 (BLIST 4x7),Blister,4,AXYPLOT,AXYPLOT CAPS 10MG/CAP ΒΤx28 (BLIST 4x7),"Capsule, hard",CAPS,Oral use,Capsule,,1,10,MG,1,CAP,10MG/CAP,CAPS,28,28,,AMLODIPINE BESYLATE,"5,97","8,22","8,06","5,19",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,ΒΤx28 (BLIST 4x7),"1,2,3,4,5,6",IAMATICA MON. ΕΠΕ,G,"8,22","8,06",25,5044,1,0,0,0,0,0,,"5,29","9,04","8,91",,,,1,C08CA0101,1,0,0,0,0,0,,G,,,1,10MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,28,,,E,6,4,0,0,,5398,,,1,,0,,0,,
5047,266450102,2664501,2802664501026,AMLOSILAT CAPS 5MG/CAP BTx2 BLISTx 14 CAP,Blister,2,AMLOSILAT,AMLOSILAT CAPS 5MG/CAP BTx2 BLISTx 14 CAP,"Capsule, hard",CAPS,Oral use,Capsule,,1,5,MG,1,CAP,5MG/CAP,CAPS,28,28,,AMLODIPINE BESYLATE,"3,57","4,92","4,83","3,1",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx2 BLISTx 14 CAP,"1,2,3,4,5,6",ALPHA GENERICS THERAPY  ΑΕΒΕΦ  <<A.G. THERAPY ABEE>>,G,"4,92","4,83",25,5042,1,0,0,0,0,0,,"3,16","6,04","5,95","5,49","5,41",  ,1,C08CA0101,1,0,0,0,0,0,,G,,,1,5MG/CAP,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,28,,,E,6,4,0,0,,5047,,,1,,0,,0,,
5048,266450104,2664501,2802664501040,AMLOSILAT CAPS 5MG/CAP BTx4 BLISTx  7 CAP,Blister,4,AMLOSILAT,AMLOSILAT CAPS 5MG/CAP BTx4 BLISTx  7 CAP,"Capsule, hard",CAPS,Oral use,Capsule,,1,5,MG,1,CAP,5MG/CAP,CAPS,28,28,,AMLODIPINE BESYLATE,"3,99","5,5","5,4","3,47",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx4 BLISTx  7 CAP,"1,2,3,4,5,6",ALPHA GENERICS THERAPY  ΑΕΒΕΦ  <<A.G. THERAPY ABEE>>,G,"5,07","4,97",25,5042,1,0,0,0,0,0,,"3,54","6,04","5,95","5,49","5,41",,1,C08CA0101,1,0,0,0,0,0,,G,,,1,5MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,28,,,E,6,4,0,0,,5048,,,1,,0,,0,,
5049,266450202,2664502,2802664502023,AMLOSILAT CAPS 10 MG/CAP BTx2 BLISTx 14 CAP,Blister,2,AMLOSILAT,AMLOSILAT CAPS 10 MG/CAP BTx2 BLISTx 14 CAP,"Capsule, hard",CAPS,Oral use,Capsule,,1,10 ,MG,1,CAP,10 MG/CAP,CAPS,28,28,,AMLODIPINE BESYLATE,"5,02","6,92","6,79","4,37",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx2 BLISTx 14 CAP,"1,2,3,4,5,6",ALPHA GENERICS THERAPY  ΑΕΒΕΦ  <<A.G. THERAPY ABEE>>,G,"6,92","6,79",25,5044,1,0,0,0,0,0,,"4,46","9,04","8,91","9,04","8,91",  ,1,C08CA0101,1,0,0,0,0,0,,G,,,1,10 MG/CAP,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,28,,,E,6,4,0,0,,5049,,,1,,0,,0,,
4462,260020101,2600201,2802600201010,DAFOR CAPS 5MG/CAP BTx14 (BLIST 1 x 14),Blister,1,DAFOR,DAFOR CAPS 5MG/CAP BTx14 (BLIST 1 x 14),"Capsule, hard",CAPS,Oral use,Capsule,,1,5,MG,1,CAP,5MG/CAP,CAPS,14,14,,AMLODIPINE BESYLATE,"2,56","3,61","3,56",,0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx14 (BLIST 1 x 14),"1,2,3,4,5,6","ΠΝΓ ΓΕΡΟΛΥΜΑΤΟΣ ΜΕΝΤΙΚΑΛ Α,Ε, Δ,Τ,PNG GEROLYMATOS",Z,"3,61","3,56",25,5040,1,0,0,0,0,0,,,"3,61","3,56",,,,1,,1,0,0,0,0,0,,Z,,,1,5MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,,,,,6,4,0,0,,4462,,,0,,0,,0,,
4463,260020102,2600201,2802600201027,DAFOR CAPS 5MG/CAP BTx28 (BLIST 2 x 14),Blister,2,DAFOR,DAFOR CAPS 5MG/CAP BTx28 (BLIST 2 x 14),"Capsule, hard",CAPS,Oral use,Capsule,,1,5,MG,1,CAP,5MG/CAP,CAPS,28,28,,AMLODIPINE BESYLATE,"4,28","6,04","5,95","3,7",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx28 (BLIST 2 x 14),"1,2,3,4,5,6","ΠΝΓ ΓΕΡΟΛΥΜΑΤΟΣ ΜΕΝΤΙΚΑΛ Α,Ε, Δ,Τ,PNG GEROLYMATOS",Z,"6,04","5,95",25,5042,1,0,0,0,0,0,,"3,77","6,04","5,95",,,,1,,1,0,0,0,0,0,,Z,,,1,5MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,,,,,6,4,0,0,,4463,,,0,,0,,0,,
